ProfileID,ModelCondition,ModelID,Datatype,WESKit,Product,Stranded,Source,SharedToDbgap
PR-LjcU4V,MC-000486-zsD2,ACH-000486,rna,,,False,BROAD,
PR-lkaPgh,MC-001632-c7YN,ACH-001632,rna,,,True,BROAD,True
PR-lkBeSu,MC-001834-cfYH,ACH-001834,rna,,,True,BROAD,
PR-lkcttP,MC-001354-TZLe,ACH-001354,wgs,,NOVA_SEQ_6000,,BROAD,
PR-LKnZT2,MC-001456-4fjm,ACH-001456,wes,ICE,,,BROAD,True
PR-LKslp8,MC-000878-ZAqb,ACH-000878,rna,,,False,BROAD,
PR-LkZNqr,MC-000830-ZfdN,ACH-000830,rna,,,False,BROAD,
PR-lLEXIT,MC-001134-RK32,ACH-001134,wgs,,,,BROAD,
PR-LlLjKV,MC-001653-lh7D,ACH-001653,rna,,,True,BROAD,True
PR-LLn7YQ,MC-000713-MOal,ACH-000713,wes,AGILENT,,,SANGER,
PR-llpknG,MC-000708-TDh8,ACH-000708,rna,,,False,BROAD,
PR-llr0IA,MC-001617-bsKb,ACH-001617,wes,ICE,,,BROAD,True
PR-LLWIab,MC-000079-rZyX,ACH-000079,wes,AGILENT,,,BROAD,
PR-lm1TFX,MC-000814-sJb7,ACH-000814,rna,,,False,BROAD,
PR-LmLnU6,MC-001134-RK32,ACH-001134,rna,,,True,BROAD,
PR-LmNm2B,MC-001129-nxTf,ACH-001129,wes,ICE,,,BROAD,
PR-lmPNPp,MC-000202-zGdK,ACH-000202,wgs,,NOVA_SEQ_6000,,BROAD,
PR-LMqOct,MC-000980-7KD6,ACH-000980,rna,,,False,BROAD,
PR-LNDOWN,MC-000724-d2il,ACH-000724,rna,,,False,BROAD,
PR-LnJyrQ,MC-002802-uneq,ACH-002802,wgs,,NOVA_SEQ_6000,,BROAD,
PR-LNN01m,MC-000211-Kvuy,ACH-000211,wes,AGILENT,,,SANGER,
PR-Lnw363,MC-000812-ogze,ACH-000812,wes,AGILENT,,,BROAD,
PR-LnyWEs,MC-002994-0uzF,ACH-002994,wgs,,NOVA_SEQ_6000,,BROAD,
PR-lOACG9,MC-001799-AkA5,ACH-001799,wes,ICE,,,BROAD,True
PR-loIhBM,MC-002201-mdUU,ACH-002201,wes,AGILENT,,,SANGER,
PR-loPdXr,MC-000573-ASEy,ACH-000573,wes,AGILENT,,,SANGER,
PR-LpcVGK,MC-000699-iHwM,ACH-000699,rna,,,False,BROAD,
PR-LPTjkk,MC-001500-IO4l,ACH-001500,rna,,,True,BROAD,True
PR-LpY0OU,MC-000145-3ydU,ACH-000145,wgs,,,,BROAD,
PR-LQ2181,MC-000374-mhth,ACH-000374,wes,AGILENT,,,BROAD,
PR-Lq6HP8,MC-000086-pkVs,ACH-000086,rna,,,False,BROAD,
PR-lqUArB,MC-000029-BMZc,ACH-000029,rna,,,False,BROAD,
PR-lRsNFJ,MC-000369-hSYj,ACH-000369,wes,AGILENT,,,BROAD,
PR-lsm4JW,MC-000398-TSbp,ACH-000398,rna,,,False,BROAD,
PR-lSPxfa,MC-001698-xA1G,ACH-001698,rna,,,True,BROAD,True
PR-lsXdrW,MC-002647-v8x6,ACH-002647,wgs,,,,BROAD,True
PR-lt2zJJ,MC-002097-jwJs,ACH-002097,wes,AGILENT,,,SANGER,
PR-lt3s9Y,MC-001295-8ebG,ACH-001295,wgs,,NOVA_SEQ_6000,,BROAD,
PR-LTIJeY,MC-000291-rMHv,ACH-000291,wgs,,,,BROAD,
PR-LTKHUp,MC-001526-UhGC,ACH-001526,wgs,,,,BROAD,True
PR-lTvstE,MC-001075-NQke,ACH-001075,wes,AGILENT,,,SANGER,
PR-LTYzDI,MC-000248-VRrA,ACH-000248,rna,,,False,BROAD,
PR-Luepaz,MC-001691-0y4G,ACH-001691,rna,,,True,BROAD,
PR-lujcxW,MC-000654-PqYC,ACH-000654,rna,,,False,BROAD,
PR-lujyGD,MC-000910-xyM4,ACH-000910,wgs,,,,BROAD,
PR-LuKRL8,MC-000422-GXpH,ACH-000422,wes,AGILENT,,,SANGER,
PR-LV9jQc,MC-000157-OdB2,ACH-000157,wes,AGILENT,,,SANGER,
PR-LVJxLQ,MC-002234-ydTK,ACH-002234,wes,AGILENT,,,SANGER,
PR-LVlqzW,MC-002116-7TpA,ACH-002116,wes,AGILENT,,,SANGER,
PR-lVnV8v,MC-002014-DPeG,ACH-002014,rna,,,True,BROAD,True
PR-lVpAZb,MC-000664-F5u7,ACH-000664,wgs,,,,BROAD,
PR-lvPBXh,MC-001280-Z0D3,ACH-001280,rna,,,True,BROAD,
PR-lvPpjU,MC-000699-ZRov,ACH-000699,wes,AGILENT,,,SANGER,
PR-lvV3e4,MC-001022-4eAr,ACH-001022,wes,ICE,,,BROAD,True
PR-lVYdDL,MC-000278-uC8l,ACH-000278,wes,ICE,,,BROAD,
PR-lw3V4j,MC-000396-DZtc,ACH-000396,rna,,,False,BROAD,
PR-lWcPsZ,MC-000028-upIc,ACH-000028,wes,ICE,,,BROAD,
PR-lwhrTx,MC-001690-yWll,ACH-001690,wes,ICE,,,BROAD,True
PR-LWnUTV,MC-000075-5KSA,ACH-000075,wgs,,,,BROAD,
PR-lwPo0S,MC-002937-gD8Q,ACH-002937,rna,,HISEQ_2500,True,BROAD,
PR-LWqJ8q,MC-001569-3Qgz,ACH-001569,wes,ICE,,,BROAD,True
PR-LWyLdh,MC-000124-5pKl,ACH-000124,rna,,,False,BROAD,
PR-lX5iXU,MC-000317-zFR4,ACH-000317,wgs,,,,BROAD,
PR-LXdkYi,MC-000295-4ELV,ACH-000295,wes,AGILENT,,,SANGER,
PR-lXz5kj,MC-000983-OK27,ACH-000983,rna,,,False,BROAD,
PR-Ly34Zm,MC-000403-NqYk,ACH-000403,wes,AGILENT,,,SANGER,
PR-Ly6pdP,MC-000998-U8AM,ACH-000998,rna,,,False,BROAD,
PR-LY8bSH,MC-001132-Zu52,ACH-001132,rna,,,True,BROAD,True
PR-lyajXC,MC-000804-cKqO,ACH-000804,wes,AGILENT,,,SANGER,
PR-LYaYMN,MC-000504-aQvj,ACH-000504,wes,AGILENT,,,SANGER,
PR-lygO7l,MC-000408-Ay9X,ACH-000408,wgs,,,,BROAD,
PR-LYqPJx,MC-002202-N6sM,ACH-002202,wes,AGILENT,,,SANGER,
PR-LYWGog,MC-000953-FhWV,ACH-000953,wgs,,NOVA_SEQ_6000,,BROAD,
PR-lz47pG,MC-000009-l0XO,ACH-000009,wgs,,,,BROAD,
PR-LzFWUL,MC-002059-DNM1,ACH-002059,wes,ICE,,,BROAD,True
PR-LZHDZW,MC-001366-orHv,ACH-001366,wgs,,NOVA_SEQ_6000,,BROAD,
PR-lZHMTT,MC-000518-PzGm,ACH-000518,rna,,,False,BROAD,
PR-LZhV7k,MC-002048-52d6,ACH-002048,wes,ICE,,,BROAD,True
PR-LZkbaa,MC-001844-DHWT,ACH-001844,wes,ICE,,,BROAD,
PR-LzLxWW,MC-000704-btHg,ACH-000704,wes,AGILENT,,,SANGER,
PR-lzNIhF,MC-001673-6Kys,ACH-001673,wes,ICE,,,BROAD,True
PR-lzNVRi,MC-000646-7oWm,ACH-000646,wes,AGILENT,,,BROAD,
PR-LzqC1p,MC-002996-tuqK,ACH-002996,wgs,,NOVA_SEQ_6000,,BROAD,
PR-LzsyWh,MC-000731-hMsF,ACH-000731,rna,,,False,BROAD,
PR-LzVlId,MC-000469-mQzu,ACH-000469,rna,,,False,BROAD,
PR-M1HSA6,MC-000714-6Q0c,ACH-000714,rna,,,False,BROAD,
PR-m1IHlG,MC-000603-DDB8,ACH-000603,rna,,,False,BROAD,
PR-m1QN4m,MC-001184-12NX,ACH-001184,wgs,,NOVA_SEQ_6000,,BROAD,
PR-M1wKxf,MC-000697-tGVo,ACH-000697,rna,,,False,BROAD,
PR-M2cfgE,MC-001611-y9MC,ACH-001611,wgs,,NOVA_SEQ_6000,,BROAD,
PR-M3Eg0W,MC-000255-PD5c,ACH-000255,rna,,,False,BROAD,
PR-M3eWHa,MC-000693-poeO,ACH-000693,wes,AGILENT,,,SANGER,
PR-m3XOv9,MC-001386-7apY,ACH-001386,rna,,,True,BROAD,True
PR-m3ZoDr,MC-003429-p002,ACH-003429,wes,ICE,,,BROAD,
PR-M4505H,MC-002186-oGvE,ACH-002186,wes,AGILENT,,,SANGER,
PR-M4ZI3x,MC-000253-eQci,ACH-000253,wes,AGILENT,,,BROAD,
PR-m5oW3U,MC-000330-YqWa,ACH-000330,wes,AGILENT,,,SANGER,
PR-m6sgxW,MC-000698-AWjg,ACH-000698,wes,AGILENT,,,SANGER,
PR-m6zam8,MC-001194-PJUS,ACH-001194,rna,,,True,BROAD,
PR-m7d30E,MC-001654-bKPM,ACH-001654,rna,,,True,BROAD,True
PR-m8B5zD,MC-003433-D9J4,ACH-003433,wes,ICE,HISEQ_4000,,BROAD,
PR-m8DtIU,MC-000971-zKHf,ACH-000971,wes,AGILENT,,,SANGER,
PR-M8qILE,MC-002005-AENg,ACH-002005,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-m9dGPT,MC-001275-Q3Qk,ACH-001275,rna,,,True,BROAD,True
PR-Ma6eYe,MC-001558-2y5e,ACH-001558,rna,,,True,BROAD,True
PR-MA8H1x,MC-000043-0ycN,ACH-000043,wes,AGILENT,,,BROAD,
PR-MaDpLA,MC-000507-V957,ACH-000507,wgs,,,,BROAD,
PR-maGG5v,MC-002419-Y3G7,ACH-002419,wes,ICE,HISEQ_4000,,BROAD,
PR-maqskN,MC-000912-cLYP,ACH-000912,wgs,,,,BROAD,
PR-mAWdud,MC-001350-rSNa,ACH-001350,wes,AGILENT,,,SANGER,
PR-mbct9S,MC-002296-YN5v,ACH-002296,wes,AGILENT,,,SANGER,
PR-MbeEO0,MC-002019-cQYB,ACH-002019,rna,,,True,BROAD,True
PR-mCAIMI,MC-000798-O7D5,ACH-000798,wes,AGILENT,,,BROAD,
PR-mCDWfb,MC-000105-3CZh,ACH-000105,wes,AGILENT,,,BROAD,
PR-MCEQt7,MC-000526-l5pn,ACH-000526,rna,,,False,BROAD,
PR-MCmgOj,MC-000108-dHhM,ACH-000108,rna,,,False,BROAD,
PR-mCq0mE,MC-001735-LzxR,ACH-001735,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MCTJuq,MC-002083-ov3V,ACH-002083,wes,AGILENT,,,SANGER,
PR-Md0yPq,MC-000333-V8cr,ACH-000333,rna,,,False,BROAD,
PR-MD14e2,MC-001192-V0nP,ACH-001192,wes,AGILENT,,,SANGER,
PR-MdDaly,MC-000639-pJGf,ACH-000639,wes,AGILENT,,,SANGER,
PR-mdehro,MC-002035-O8Pm,ACH-002035,wgs,,,,BROAD,
PR-MDhIPk,MC-000127-8tHu,ACH-000127,wes,ICE,,,BROAD,
PR-mDPnd1,MC-000388-zMD3,ACH-000388,wes,AGILENT,,,BROAD,
PR-MDRlzU,MC-000332-1VT5,ACH-000332,wes,AGILENT,,,SANGER,
PR-MdYnGF,MC-001130-CgUH,ACH-001130,wgs,,,,BROAD,
PR-MECfqO,MC-001578-6Nny,ACH-001578,rna,,,True,BROAD,True
PR-MedeG1,MC-001481-8jhv,ACH-001481,wgs,,,,BROAD,
PR-mEj6Jr,MC-000819-Stb8,ACH-000819,wes,AGILENT,,,SANGER,
PR-meswUv,MC-001147-WkLI,ACH-001147,wgs,,,,BROAD,True
PR-mEX7rp,MC-000460-OPZJ,ACH-000460,rna,,,False,BROAD,
PR-MFjhsh,MC-000459-htGX,ACH-000459,wes,AGILENT,,,BROAD,
PR-mFjyo0,MC-000346-WaFc,ACH-000346,wes,AGILENT,,,SANGER,
PR-MFYhaf,MC-000977-eAUW,ACH-000977,wgs,,NOVA_SEQ_6000,,BROAD,
PR-mg1MNZ,MC-002133-WJDt,ACH-002133,wes,AGILENT,,,SANGER,
PR-Mg8oJW,MC-002490-4KoT,ACH-002490,rna,,NOVA_SEQ_6000,True,BROAD,
PR-mgdSqt,MC-001655-EedC,ACH-001655,wes,AGILENT,,,SANGER,
PR-MGmKJ3,MC-000073-32tT,ACH-000073,rna,,,False,BROAD,
PR-Mgs8Jd,MC-000551-DKoh,ACH-000551,wes,AGILENT,,,BROAD,
PR-mGujHd,MC-000627-qj3B,ACH-000627,wgs,,NOVA_SEQ_6000,,BROAD,
PR-mH1G4k,MC-001524-0LvO,ACH-001524,wes,ICE,,,BROAD,True
PR-MhBq1t,MC-000857-Y6lb,ACH-000857,wgs,,,,BROAD,
PR-MHJBhN,MC-002654-HZBL,ACH-002654,wgs,,,,BROAD,
PR-MhrDca,MC-001701-aj6n,ACH-001701,rna,,,True,BROAD,True
PR-mhrt9c,MC-002154-ZXYP,ACH-002154,wes,AGILENT,,,SANGER,
PR-MILDLe,MC-000525-kFeN,ACH-000525,wes,AGILENT,,,SANGER,
PR-miPDjx,MC-000017-MjyQ,ACH-000017,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MIpl80,MC-000406-va7T,ACH-000406,rna,,,False,BROAD,
PR-mITze7,MC-003177-oood,ACH-003177,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MjCKCh,MC-000081-4EMy,ACH-000081,wes,AGILENT,,,SANGER,
PR-MJJfxr,MC-000829-Ajhg,ACH-000829,wes,ICE,,,BROAD,
PR-MjJjJT,MC-003103-SdQ4,ACH-003103,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MjN6BG,MC-001552-J5Mf,ACH-001552,rna,,,True,BROAD,True
PR-MKblfW,MC-000504-2V8V,ACH-000504,wgs,,,,BROAD,
PR-MkD7OY,MC-001845-xwfS,ACH-001845,rna,,,True,BROAD,
PR-mKGNrd,MC-000086-pkVs,ACH-000086,wes,AGILENT,,,BROAD,
PR-MKqv4R,MC-003458-O5Q9,ACH-003458,wes,ICE,HISEQ_X_10,,BROAD,
PR-MKQZdU,MC-000883-Soug,ACH-000883,wgs,,,,BROAD,
PR-MKUmzS,MC-001568-F9m6,ACH-001568,rna,,,True,BROAD,True
PR-mkVABK,MC-000992-m2yi,ACH-000992,wes,AGILENT,,,BROAD,
PR-MKZvyD,MC-000657-vN70,ACH-000657,rna,,,False,BROAD,
PR-ml5T9H,MC-000965-naxM,ACH-000965,rna,,,False,BROAD,
PR-ML7pWk,MC-001118-xm6i,ACH-001118,wes,AGILENT,,,SANGER,
PR-mLcCem,MC-000247-HpLX,ACH-000247,wes,AGILENT,,,SANGER,
PR-MlinS7,MC-001522-9yDR,ACH-001522,rna,,,True,BROAD,True
PR-MLO8v2,MC-000752-ipjq,ACH-000752,wes,AGILENT,,,SANGER,
PR-MLVo5c,MC-001494-DsFq,ACH-001494,wes,AGILENT,,,SANGER,
PR-MlyZv5,MC-001374-6gRC,ACH-001374,wes,AGILENT,,,SANGER,
PR-Mm8GjQ,MC-000740-PW6X,ACH-000740,wgs,,,,BROAD,
PR-mML1gU,MC-002013-eJpb,ACH-002013,wgs,,,,BROAD,
PR-mMvxxC,MC-003111-6XMJ,ACH-003111,rna,,NOVA_SEQ_6000,True,BROAD,
PR-MMxTz0,MC-000329-gbtH,ACH-000329,rna,,,False,BROAD,
PR-mn1O3F,MC-000974-3BP0,ACH-000974,wes,AGILENT,,,SANGER,
PR-mnal5i,MC-000033-96oj,ACH-000033,rna,,,False,BROAD,
PR-MnWmgX,MC-002236-Cwa4,ACH-002236,wes,AGILENT,,,SANGER,
PR-mnX7c0,MC-000091-ErqO,ACH-000091,rna,,,False,BROAD,
PR-MO0P4C,MC-000827-6ReA,ACH-000827,wes,AGILENT,,,SANGER,
PR-mOBSvv,MC-001129-nxTf,ACH-001129,wgs,,,,BROAD,
PR-MoFuCf,MC-001799-AkA5,ACH-001799,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MopqQe,MC-001485-Qw1Y,ACH-001485,rna,,,True,BROAD,True
PR-mousml,MC-000334-r0NH,ACH-000334,rna,,,False,BROAD,
PR-mOvL7b,MC-002523-IXGJ,ACH-002523,rna,,,True,BROAD,
PR-Mp8kTg,MC-000452-2Iuz,ACH-000452,wgs,,,,BROAD,
PR-mq0Rh9,MC-000889-DCaw,ACH-000889,wgs,,NOVA_SEQ_6000,,BROAD,
PR-MqdvhI,MC-000405-OrjD,ACH-000405,rna,,,False,BROAD,
PR-MqGXlV,MC-001559-Lyqh,ACH-001559,rna,,,True,BROAD,True
PR-mqIBwn,MC-000104-UvFa,ACH-000104,wgs,,NOVA_SEQ_6000,,BROAD,
PR-mqjp6u,MC-001334-Wwjp,ACH-001334,rna,,,True,BROAD,True
PR-MQLCPH,MC-000890-cbjX,ACH-000890,wgs,,,,BROAD,
PR-MQO7wZ,MC-000080-flxZ,ACH-000080,wes,AGILENT,,,BROAD,
PR-Mqol4R,MC-000208-coHc,ACH-000208,rna,,,False,BROAD,
PR-mqXxEp,MC-000695-Lo1r,ACH-000695,rna,,,False,BROAD,
PR-MQZDB2,MC-000017-MjyQ,ACH-000017,rna,,,False,BROAD,
PR-mR7AGS,MC-000651-qG5h,ACH-000651,rna,,,False,BROAD,
PR-MRHlrs,MC-000797-l7Rz,ACH-000797,rna,,,False,BROAD,
PR-mRjLQC,MC-001555-ezZP,ACH-001555,rna,,,True,BROAD,True
PR-MrMEv9,MC-002431-W7S7,ACH-002431,rna,,HISEQ_2500,True,BROAD,
PR-Mrn0df,MC-000811-kbFV,ACH-000811,wgs,,,,BROAD,
PR-ms1Rh6,MC-001820-0nlr,ACH-001820,wes,AGILENT,,,SANGER,
PR-Ms9vnJ,MC-000826-oZ2o,ACH-000826,wes,AGILENT,,,SANGER,
PR-MsaED6,MC-001023-0rGl,ACH-001023,wes,AGILENT,,,SANGER,
PR-MSeqXm,MC-000487-b0zV,ACH-000487,rna,,,False,BROAD,
PR-msunnO,MC-002017-jRLK,ACH-002017,wes,ICE,,,BROAD,True
PR-MSWTYV,MC-001528-qmGv,ACH-001528,rna,,,True,BROAD,True
PR-mt2HbQ,MC-000424-y6EX,ACH-000424,wes,AGILENT,,,SANGER,
PR-mtEr02,MC-002355-l4GO,ACH-002355,wes,AGILENT,,,SANGER,
PR-MTgql5,MC-000669-Nk3g,ACH-000669,wes,AGILENT,,,SANGER,
PR-mTSI5B,MC-000637-q42p,ACH-000637,wes,AGILENT,,,SANGER,
PR-mttOd9,MC-000153-qKFu,ACH-000153,wes,AGILENT,,,SANGER,
PR-Mu4S4x,MC-000442-9XIo,ACH-000442,rna,,,False,BROAD,
PR-mumO0i,MC-000677-cYnn,ACH-000677,wes,AGILENT,,,SANGER,
PR-munHHv,MC-001624-OLI2,ACH-001624,wes,ICE,,,BROAD,True
PR-Mupa85,MC-001422-2WUe,ACH-001422,wgs,,,,BROAD,True
PR-mUpcNh,MC-000172-XmiC,ACH-000172,wes,ICE,,,BROAD,
PR-MUPtwP,MC-000633-iIki,ACH-000633,wgs,,,,BROAD,
PR-mURINF,MC-000385-ReBQ,ACH-000385,wes,ICE,,,BROAD,
PR-MV0Jbw,MC-002020-kwLe,ACH-002020,wes,AGILENT,,,SANGER,
PR-MvBHDz,MC-000596-MF8N,ACH-000596,wes,AGILENT,,,SANGER,
PR-MVcH2J,MC-002001-n8MQ,ACH-002001,rna,,,True,BROAD,
PR-MvGdkR,MC-000894-RCoa,ACH-000894,wes,AGILENT,,,SANGER,
PR-mvKyWh,MC-000783-QiYu,ACH-000783,wgs,,,,BROAD,
PR-MVmw0R,MC-000156-hhaU,ACH-000156,wes,AGILENT,,,BROAD,
PR-MvUHzT,MC-000265-xaBW,ACH-000265,rna,,,False,BROAD,
PR-mwdhSY,MC-000365-TMgT,ACH-000365,rna,,,False,BROAD,
PR-Mwdycl,MC-001229-AMZp,ACH-001229,wes,ICE,,,BROAD,True
PR-mWFxwu,MC-002256-upbM,ACH-002256,wes,AGILENT,,,SANGER,
PR-mwL29p,MC-002460-Rx9X,ACH-002460,rna,,,True,BROAD,
PR-MwnSjz,MC-000845-meEc,ACH-000845,rna,,,False,BROAD,
PR-mWoWPs,MC-003142-F3nh,ACH-003142,rna,,NOVA_SEQ_6000,True,BROAD,
PR-MWPnKs,MC-002127-kfxR,ACH-002127,wes,AGILENT,,,SANGER,
PR-MwPyG0,MC-000315-j80A,ACH-000315,wgs,,,,BROAD,
PR-mx9DIr,MC-000073-3JOs,ACH-000073,wes,AGILENT,,,SANGER,
PR-MX9ndc,MC-000999-M5nP,ACH-000999,wes,AGILENT,,,SANGER,
PR-mXKNsQ,MC-001530-i3NR,ACH-001530,wes,ICE,,,BROAD,True
PR-mXqAuf,MC-000210-dz0J,ACH-000210,wes,AGILENT,,,SANGER,
PR-MxqR7p,MC-002932-ap56,ACH-002932,rna,,,True,BROAD,
PR-mXR4Uw,MC-001459-5XUL,ACH-001459,wes,ICE,,,BROAD,True
PR-MxTNki,MC-000875-f2AK,ACH-000875,rna,,,False,BROAD,
PR-mXUTIx,MC-000453-gsBl,ACH-000453,wes,AGILENT,,,BROAD,
PR-myGVbI,MC-000120-VBci,ACH-000120,wes,AGILENT,,,SANGER,
PR-mYhmQz,MC-000874-efl6,ACH-000874,rna,,,True,BROAD,
PR-mYuOXb,MC-001992-G2Zg,ACH-001992,wgs,,,,BROAD,True
PR-Myvrcc,MC-000612-7B8o,ACH-000612,rna,,,False,BROAD,
PR-MYW888,MC-000311-Rm4m,ACH-000311,rna,,,False,BROAD,
PR-Mz1e3q,MC-001440-u1kI,ACH-001440,wgs,,,,BROAD,
PR-mZFuZt,MC-002192-eO1J,ACH-002192,wes,AGILENT,,,SANGER,
PR-mZxPrI,MC-000674-nmJ4,ACH-000674,wes,AGILENT,,,BROAD,
PR-N08yNU,MC-000859-2MHN,ACH-000859,wes,AGILENT,,,SANGER,
PR-n0eBhD,MC-002122-SlY7,ACH-002122,wes,AGILENT,,,SANGER,
PR-N0x0YD,MC-001609-ziwW,ACH-001609,wes,ICE,,,BROAD,True
PR-N1krey,MC-003474-N0S6,ACH-003474,wes,ICE,HISEQ_4000,,BROAD,
PR-N1KumS,MC-001574-0hwo,ACH-001574,rna,,,True,BROAD,True
PR-n2Dhji,MC-000164-DAfq,ACH-000164,rna,,,False,BROAD,
PR-N3Eup2,MC-000925-XGp3,ACH-000925,rna,,,False,BROAD,
PR-n3idzY,MC-002190-Ww21,ACH-002190,wes,AGILENT,,,SANGER,
PR-n4PHas,MC-000630-nlYv,ACH-000630,wes,AGILENT,,,BROAD,
PR-n50HQn,MC-001791-uBwq,ACH-001791,wgs,,NOVA_SEQ_6000,,BROAD,
PR-n51AWc,MC-001649-aJin,ACH-001649,rna,,,True,BROAD,True
PR-n5GuJu,MC-000608-tjzi,ACH-000608,rna,,,False,BROAD,
PR-N61LpQ,MC-001495-sW85,ACH-001495,wes,ICE,,,BROAD,True
PR-N67v1C,MC-000271-2YJJ,ACH-000271,rna,,,False,BROAD,
PR-N6ampE,MC-002405-K7R1,ACH-002405,rna,,HISEQ_2500,True,BROAD,
PR-n6wmX5,MC-000601-42Mz,ACH-000601,wes,AGILENT,,,SANGER,
PR-N6yb3y,MC-001021-yAAG,ACH-001021,wes,AGILENT,,,SANGER,
PR-N72l8j,MC-000521-EQHC,ACH-000521,rna,,,False,BROAD,
PR-n7TWY6,MC-000726-1ofV,ACH-000726,wes,AGILENT,,,BROAD,
PR-N8AZT5,MC-002051-2Ddi,ACH-002051,wgs,,,,BROAD,True
PR-N8LnB4,MC-000945-1zci,ACH-000945,wes,AGILENT,,,SANGER,
PR-N8x1Nm,MC-001497-Fwch,ACH-001497,wes,AGILENT,,,SANGER,
PR-N8ZQUe,MC-002045-TfMB,ACH-002045,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-n971e7,MC-000409-b43b,ACH-000409,wes,AGILENT,,,BROAD,
PR-N9fwlM,MC-000958-a8u0,ACH-000958,rna,,,False,BROAD,
PR-n9KVQe,MC-000536-FXhI,ACH-000536,wes,AGILENT,,,SANGER,
PR-N9X5XM,MC-001625-p0RD,ACH-001625,rna,,,True,BROAD,True
PR-naG97a,MC-001411-EIzh,ACH-001411,wes,ICE,,,BROAD,True
PR-NAiysP,MC-000598-DAax,ACH-000598,wes,AGILENT,,,BROAD,
PR-nAkgJE,MC-001415-BCBQ,ACH-001415,rna,,,True,BROAD,True
PR-nbMpna,MC-000879-ZJNE,ACH-000879,rna,,,False,BROAD,
PR-nbQuIU,MC-001863-Q69R,ACH-001863,wes,ICE,,,BROAD,True
PR-nBvsae,MC-000392-zizT,ACH-000392,wes,AGILENT,,,BROAD,
PR-nc0Vfp,MC-000950-Pk7o,ACH-000950,wgs,,,,BROAD,
PR-Nc2NbR,MC-001493-yY6r,ACH-001493,wes,ICE,,,BROAD,
PR-ncvZdH,MC-000878-vuWR,ACH-000878,wes,AGILENT,,,SANGER,
PR-NCyLXI,MC-001445-i0gH,ACH-001445,rna,,,True,BROAD,
PR-ND6vCk,MC-000479-6qKr,ACH-000479,rna,,,False,BROAD,
PR-NDks9r,MC-001194-PJUS,ACH-001194,wes,ICE,,,BROAD,
PR-ndLdLY,MC-002084-7dbu,ACH-002084,rna,,,True,BROAD,True
PR-nDWlTv,MC-001669-PygV,ACH-001669,wes,ICE,,,BROAD,True
PR-NDx4El,MC-002214-vqKT,ACH-002214,rna,,,True,BROAD,
PR-NEWHLd,MC-001279-kkMm,ACH-001279,wgs,,NOVA_SEQ_6000,,BROAD,
PR-NFoaZH,MC-000015-qgxP,ACH-000015,rna,,,False,BROAD,
PR-nfww1I,MC-000207-S7uy,ACH-000207,rna,,,False,BROAD,
PR-ngBWBM,MC-001496-UeUf,ACH-001496,wes,AGILENT,,,SANGER,
PR-ngHGL0,MC-002526-gP5V,ACH-002526,rna,,,True,BROAD,
PR-nGkQDN,MC-000111-S0c9,ACH-000111,rna,,,False,BROAD,
PR-ngot7H,MC-000081-pPrw,ACH-000081,wes,AGILENT,,,BROAD,
PR-NgWPx6,MC-000814-Adkx,ACH-000814,wes,AGILENT,,,SANGER,
PR-nH0ObA,MC-001623-0Tfd,ACH-001623,wgs,,NOVA_SEQ_6000,,BROAD,
PR-nHAA3n,MC-001719-PKkh,ACH-001719,wes,ICE,,,BROAD,
PR-nhopBm,MC-000760-gvbr,ACH-000760,wgs,,NOVA_SEQ_6000,,BROAD,
PR-NhQdyh,MC-001413-tAbm,ACH-001413,wes,ICE,,,BROAD,True
PR-nhtu1r,MC-000486-S058,ACH-000486,wes,AGILENT,,,SANGER,
PR-ni2mCH,MC-000174-7K9z,ACH-000174,wes,AGILENT,,,SANGER,
PR-NI2O1p,MC-000343-0SE9,ACH-000343,wgs,,,,BROAD,
PR-ni9IFM,MC-001735-LzxR,ACH-001735,rna,,,True,BROAD,True
PR-NIF1g9,MC-001983-CIyk,ACH-001983,wgs,,,,BROAD,
PR-NITjzY,MC-000297-kYTw,ACH-000297,rna,,,False,BROAD,
PR-nIugZV,MC-002508-1EaB,ACH-002508,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-NivMj6,MC-000656-VzGP,ACH-000656,wes,AGILENT,,,BROAD,
PR-niYmQz,MC-000225-Px1h,ACH-000225,rna,,,False,BROAD,
PR-NJaJsp,MC-000986-UTzf,ACH-000986,rna,,,False,BROAD,
PR-NjOMXr,MC-002405-K7R1,ACH-002405,wes,ICE,HISEQ_4000,,BROAD,
PR-nk7NhS,MC-003012-WoOF,ACH-003012,rna,,NOVA_SEQ_6000,True,BROAD,
PR-NKbkQk,MC-000318-Ha9q,ACH-000318,wgs,,NOVA_SEQ_6000,,BROAD,
PR-Nken5D,MC-002191-1Svn,ACH-002191,wes,AGILENT,,,SANGER,
PR-nkEpkd,MC-000366-wgzn,ACH-000366,rna,,,False,BROAD,
PR-nKNzNH,MC-000455-QvVM,ACH-000455,wgs,,NOVA_SEQ_6000,,BROAD,
